"","OsTir1_Ctrl_1","OsTir1_Ctrl_2","OsTir1_Auxin_1","OsTir1_Auxin_2","Chd1_Ctrl_1","Chd1_Ctrl_2","Chd1_Auxin_1","Chd1_Auxin_2"
"Or71a",37,32,57,29,89,92,105,93
"Or74a",0,0,0,1,0,2,1,0
"Or7a",25,13,38,10,51,58,67,52
"Or83a",1,0,0,0,0,0,0,0
"Or83c",0,0,0,0,0,0,0,0
"Or85b",0,0,0,0,1,0,0,0
"Or85c",0,0,0,0,0,0,0,0
"Or85e",0,0,0,0,0,1,0,0
"Or9a",0,0,0,0,1,0,2,1
"orb",105,87,156,97,98,96,89,102
"orb2",493,467,954,494,1914,2109,2146,2281
"Orc1",453,433,924,433,428,438,624,586
"Orc3",118,107,212,115,149,140,173,178
"Orc4",160,131,289,139,183,234,251,208
"Orc6",53,76,136,70,107,104,121,109
"Orco",0,0,0,0,0,0,0,0
"Orcokinin",2,7,2,0,33,27,71,89
"ord",0,0,0,0,1,0,1,0
"org-1",94,101,201,102,87,93,93,99
"Ork1",1,1,6,2,22,14,24,20
"osa",2888,2544,5380,2777,6483,7200,6898,6907
"Osbp",301,292,560,274,466,529,574,695
"OSCP1",0,0,3,0,7,3,11,9
"Oseg1",34,32,60,34,103,111,148,129
"Oseg4",22,18,54,18,700,668,346,421
"Oseg5",0,0,1,0,0,0,0,1
"Oseg6",12,9,21,13,17,16,28,26
"Osi11",0,0,0,1,1,0,0,0
"Osi21",0,1,0,0,0,0,0,0
"Osi4",0,0,1,0,0,0,0,0
"osp",1771,1855,3138,1887,4431,4624,4179,4412
"Ost48",348,287,617,349,461,584,509,587
"OstDelta",515,538,1085,571,1053,1323,1071,1281
"Ostgamma",259,214,508,239,726,941,649,749
"Ote",233,200,414,201,352,378,466,465
"otk",17,26,35,20,151,147,134,198
"otk2",22,18,38,26,171,187,228,236
"OtopLa",2,0,2,1,1,3,25,26
"OtopLb",1,2,0,1,0,0,0,1
"OtopLc",16,31,46,23,144,188,129,179
"otp",0,0,2,0,3,1,5,3
"otu",0,0,1,0,10,15,2,6
"out",561,500,865,540,1733,1786,2612,2634
"ova",217,219,441,222,533,601,707,725
"ovm",116,125,264,105,471,504,422,401
"OXA1L",181,157,335,159,176,205,170,198
"oxt",244,220,457,231,491,563,519,609
"oys",924,829,1750,848,3297,3851,5331,6000
"p",2697,2501,5398,2850,13692,13468,9946,9941
"p-cup",0,0,1,0,2,0,1,1
"p24-1",340,321,633,302,714,796,713,782
"P32",356,331,657,334,1009,1072,1055,1197
"p38a",277,250,485,228,453,475,636,690
"p38c",84,102,165,95,251,318,352,402
"p47",322,267,536,256,478,606,693,756
"p53",716,782,1419,785,1775,2043,1956,2198
"P5CDh1",310,302,620,333,648,753,1133,1248
"Paf-AHalpha",97,91,189,92,191,209,202,254
"Paics",2479,2780,4545,2389,5706,5780,6005,5993
"pain",243,189,425,206,1394,1315,1345,1384
"Pak3",1200,1256,2204,1278,3310,3668,3234,3359
"pall",233,238,445,269,292,312,333,410
"Panx",133,112,246,123,281,327,385,391
"PAPLA1",813,647,1516,832,2506,2751,2053,2137
"para",485,519,927,492,3108,3034,3449,3488
"Parg",228,232,463,215,497,537,514,578
"park",51,33,55,40,89,99,176,133
"Parp",2516,2323,5013,2614,7756,8422,6314,6189
"path",1445,1406,2810,1403,11551,11210,8341,7115
"Patronin",831,729,1564,849,1647,1751,1765,1673
"Patsas",13,20,35,18,71,70,54,48
"Pax",4317,3870,8229,4291,10670,11795,11094,11239
"pb",14,7,28,13,20,24,20,31
"Pbgs",286,228,496,271,714,870,1302,1428
"pbl",952,869,1927,929,2435,2615,2819,2523
"Pbp45",41,31,63,42,98,96,101,112
"Pbp49",201,196,432,187,303,297,402,442
"Pc",223,180,407,181,638,615,821,899
"PCB",222,236,436,210,857,959,1077,1120
"Pcf11",1333,1267,2480,1316,4115,4393,3725,3824
"pch2",251,218,428,192,665,727,723,771
"pcm",446,414,869,423,612,661,634,642
"Pcmt",94,74,172,78,273,276,328,342
"PCNA",817,667,1557,735,1112,919,1464,1388
"PCNA2",2,4,1,1,18,12,10,11
"Pdcd4",803,932,1490,810,4634,4784,5369,5377
"Pde11",3311,2800,5696,3620,9819,10154,10284,9957
"Pde1c",295,285,547,271,529,467,551,485
"Pde6",631,785,1346,719,2196,2020,1333,1201
"Pde9",854,700,1626,788,2569,3135,2230,2741
"pdgy",323,310,636,276,1006,1340,1010,1201
"Pdh",1,1,0,0,4,5,15,18
"Pdi",3319,3245,5910,3372,5854,6420,6561,6429
"Pdp",83,65,140,77,243,241,239,263
"Pdp1",2225,2000,4402,2239,5606,6164,6647,6864
"PEK",620,683,1237,744,1790,2026,2204,2436
"peng",257,224,504,256,390,430,298,329
"Pep",1158,1085,2384,1162,2406,2395,3334,3479
"pes",2030,1967,3798,2143,5996,6727,5168,5914
"Pex11",155,141,347,162,406,485,557,547
"Pex13",108,98,192,120,333,376,353,352
"Pex16",109,89,192,80,220,230,244,241
"Pex23",206,191,407,224,447,500,491,593
"Pex5",183,170,331,186,411,556,532,576
"Pez",451,419,887,451,1327,1472,1245,1370
"Pfas",296,326,606,277,470,536,490,474
"Pfdn2",315,326,659,338,506,500,578,704
"Pgam5",512,398,935,423,503,639,766,880
"Pgam5-2",0,0,0,0,0,0,0,0
"Pgant2",63,35,91,41,379,482,318,366
"Pgant3",223,181,361,195,557,565,659,686
"Pgant5",1901,1600,3455,1807,4498,4762,5352,4907
"Pgant7",215,192,385,215,529,642,529,482
"Pgant9",508,405,937,398,733,992,486,610
"PGAP1",133,140,275,142,369,440,370,347
"PGAP2",88,77,165,85,209,257,255,286
"Pgcl",0,0,0,0,0,0,2,5
"Pgi",248,208,425,227,653,847,1170,1346
"Pgk",990,890,1846,920,5101,6063,5242,5611
"Pglym87",0,0,0,0,0,0,0,0
"Pgm1",99,102,204,88,293,371,404,543
"Pgm2a",489,416,887,457,1284,1562,2276,2507
"Pgm2b",0,0,0,0,0,0,1,0
"PGRP-LB",216,204,434,227,244,280,147,174
"PGRP-LE",14,23,27,13,55,41,34,33
"ph-d",644,667,1241,620,2252,2531,2466,2471
"ph-p",457,425,950,418,1688,1715,1832,1804
"PH4alphaMP",0,2,1,0,0,2,1,0
"PH4alphaNE1",0,0,0,0,1,0,0,0
"PH4alphaNE2",0,0,0,0,0,0,0,0
"PH4alphaPV",0,0,0,0,0,0,0,0
"PH4alphaSG1",0,0,0,0,0,0,0,0
"pHCl-1",1,0,1,2,3,2,3,2
"pHCl-2",2,0,3,2,7,0,4,6
"PHDP",0,0,0,0,0,0,0,0
"Phf7",130,124,211,130,203,170,233,188
"Phk-3",22,17,34,13,38,66,83,118
"Phm",283,276,528,279,519,606,619,699
"pho",470,455,822,481,953,975,1141,1160
"phol",571,496,1002,535,749,836,832,940
"phr6-4",86,90,170,84,206,214,211,234
"phyl",1,0,1,3,9,9,20,20
"PI31",145,129,290,141,517,592,943,1021
"Pi3K68D",312,275,537,322,917,1017,1077,1063
"Pi3K92E",457,471,858,511,952,1008,968,961
"Pi4KIIalpha",341,294,669,329,740,864,1005,1246
"pico",3058,2898,5519,2751,8128,9319,9592,9819
"Picot",40,34,75,37,447,349,249,220
"pie",95,104,181,103,194,189,224,281
"Pif1",171,179,368,178,324,309,299,283
"Pif1A",92,98,210,89,942,841,527,527
"Pif1B",92,98,210,89,942,841,527,527
"PIG-A",141,121,239,114,491,484,427,473
"PIG-C",27,39,83,31,74,81,81,106
"PIG-K",67,38,111,46,126,140,144,165
"PIG-L",255,246,484,251,445,516,490,471
"PIG-M",384,315,702,344,805,864,819,850
"PIG-N",75,61,113,65,129,164,213,220
"PIG-S",1027,908,1811,1053,2208,2553,2182,2293
"PIG-T",88,83,253,104,199,236,218,241
"PIG-Wb",0,0,0,0,3,1,2,3
"PIG-X",61,39,113,49,173,191,225,237
"Pih1D1",346,297,639,318,873,1010,977,1075
"Pino",2189,1980,4499,2124,7890,9110,6590,7280
"pinta",103,85,191,87,643,781,995,1103
"pip",2,2,3,2,4,1,3,4
"PIP4K",323,294,610,320,687,648,971,972
"PIP82",0,0,1,0,1,1,0,1
"pirk",1956,2318,3732,2082,5637,5919,3923,4219
"Pis",256,208,466,225,533,606,744,786
"pita",697,562,1218,572,1161,1245,1347,1341
"Pits",1061,1061,2030,1163,4280,4386,4403,4374
"piwi",3,3,10,11,37,35,37,33
"pix",612,499,1065,510,959,1048,1114,1177
"PK1-R",3,8,15,5,22,21,19,22
"PK2-R2",0,0,0,0,0,1,0,0
"Pka-C1",1055,1005,1933,953,2110,2145,2016,2161
"Pka-C2",0,0,1,0,0,1,0,0
"Pka-C3",104,143,219,130,1140,1009,1122,1027
"Pka-R2",251,258,496,246,1376,1484,1635,1660
"PKD",15,24,18,15,187,219,279,389
"Pkg21D",23,19,38,21,401,495,103,123
"Pkn",894,813,1755,857,3672,4038,4111,4325
"Plap",355,347,742,383,770,864,841,931
"Pldn",19,18,21,15,72,58,61,63
"ple",0,0,4,2,3,1,1,1
"PlexA",930,772,1676,863,2142,2490,3011,3351
"PlexB",268,214,528,234,783,747,783,810
"plh",794,655,1459,749,1978,1890,2173,2028
"Pli",1349,1304,2288,1265,2482,2504,2480,2727
"pll",258,237,470,249,402,518,476,544
"Plod",1531,1536,2531,1493,3559,4153,3847,3818
"Plp",1921,1865,3548,1731,5099,5232,5109,5389
"plum",2097,2017,3968,2258,4537,4635,5461,5089
"Plzf",67,60,116,80,197,194,217,244
"PMCA",1230,1007,2491,1280,3794,4207,4439,4549
"Pms2",217,184,412,188,501,531,533,563
"png",16,28,52,18,29,36,50,41
"PNPase",102,90,191,107,186,198,218,197
"pnt",11133,10510,21126,11319,26705,26996,34354,30723
"Poc1",249,250,423,233,601,696,832,780
"poe",1487,1317,2839,1385,3342,3846,4127,4390
"Pol32",87,72,145,62,178,220,196,173
"poly",353,360,703,369,836,1009,663,715
"polybromo",432,351,791,372,771,837,873,899
"Pop2",274,237,504,194,623,721,744,819
"por",66,66,138,64,160,183,164,182
"porin",810,637,1545,746,1367,1448,1280,1375
"Porin2",72,54,124,75,163,180,204,190
"pot",385,366,725,439,1093,1155,1306,1237
"Poxm",21,12,33,8,44,51,61,66
"Poxn",1,0,0,0,2,1,2,0
"Pp1-13C",0,1,3,0,1,2,3,1
"Pp1-87B",623,573,1257,610,1503,1752,1435,1569
"Pp2B-14D",293,270,615,315,664,628,616,710
"Pp2C1",663,520,1187,574,1062,1096,1136,1157
"Pp4-19C",295,218,502,255,574,622,606,671
"Ppa",1016,743,1470,668,2737,2954,2830,2827
"Ppat-Dpck",222,183,424,223,676,740,771,837
"Ppcs",399,408,795,423,1279,1541,1597,1804
"PpD5",0,0,0,0,0,0,0,0
"Ppi1",0,0,1,0,5,5,7,6
"ppk",0,0,1,0,0,0,1,1
"ppk10",0,0,1,0,1,0,0,0
"ppk11",1,1,1,1,6,5,4,3
"ppk13",6,5,23,18,23,26,59,81
"ppk15",0,0,0,0,0,0,0,0
"ppk16",1,1,1,1,6,5,4,3
"ppk17",0,0,0,0,6,7,0,1
"ppk18",1,0,1,2,4,3,3,6
"ppk20",0,0,0,1,1,0,0,0
"ppk22",0,0,0,0,0,0,0,0
"ppk23",0,1,1,0,2,0,3,3
"ppk27",10,10,21,8,15,15,24,17
"ppk29",2,8,23,8,62,65,50,36
"ppk3",1,1,0,0,0,1,2,0
"ppk6",0,2,1,2,0,1,7,4
"ppk7",0,0,0,0,0,0,0,0
"ppl",105,82,210,96,292,328,318,349
"Ppn",4288,3833,8535,4078,9800,10368,13024,12779
"PpN58A",0,0,0,0,0,0,0,0
"PPO1",0,3,8,5,46,46,0,2
"PPO2",0,3,1,0,0,1,1,0
"Ppox",149,123,279,166,263,299,304,330
"PPP1R15",223,222,425,207,552,578,638,810
"Ppt1",175,154,307,134,334,430,376,477
"PpV",133,118,275,141,231,275,227,269
"PpY-55A",0,0,0,0,0,0,0,0
"PPYR1",0,0,0,0,0,0,0,0
"pr",90,83,152,89,255,275,219,292
"Prat",324,299,602,303,822,888,733,853
"Prat2",0,2,1,0,0,0,0,1
"PrBP",59,57,119,59,155,176,198,255
"prc",7,5,13,7,662,665,31,9
"prd",0,0,3,3,2,5,8,5
"prd1",137,131,260,87,526,583,456,520
"pre-lola-G",28,32,57,28,65,82,78,86
"pre-mod(mdg4)-AA",172,108,283,152,437,413,488,459
"pre-mod(mdg4)-AB",177,159,373,183,369,429,426,451
"pre-mod(mdg4)-B",231,205,420,228,530,600,654,548
"pre-mod(mdg4)-C",177,159,373,183,369,429,426,451
"pre-mod(mdg4)-E",181,160,379,186,371,434,428,453
"pre-mod(mdg4)-G",231,205,420,228,530,600,654,548
"pre-mod(mdg4)-H",231,205,420,228,530,600,654,548
"pre-mod(mdg4)-I",202,171,360,194,433,496,567,463
"pre-mod(mdg4)-J",202,171,360,194,433,496,567,463
"pre-mod(mdg4)-K",202,171,360,194,433,496,567,463
"pre-mod(mdg4)-L",202,171,360,194,433,496,567,463
"pre-mod(mdg4)-N",172,108,283,152,437,413,488,459
"pre-mod(mdg4)-O",172,108,283,152,437,413,488,459
"pre-mod(mdg4)-P",202,171,360,194,433,496,567,463
"pre-rRNA:CR45856",655209,538796,966188,659514,108037,119860,115061,117225
"Prestin",739,673,1472,653,5022,5463,4313,4407
"primo-1",41,42,101,43,72,96,109,104
"primo-2",41,42,101,43,72,96,109,104
"PRL-1",1276,1249,2387,1350,4819,5137,3896,4088
"Prm",99,95,209,92,227,241,295,262
"Proc",1,2,1,1,2,1,3,8
"prod",267,248,552,247,652,740,739,780
"prom",0,0,0,0,0,1,0,0
"promL",1682,1465,3208,1559,3399,3364,3268,3230
"ProRS-m",87,53,144,58,264,273,306,339
"Prosalpha1",423,375,824,426,764,903,1001,1160
"Prosalpha4T2",0,1,0,0,1,1,1,4
"Prosalpha7",536,457,1010,452,717,805,914,993
"Prosap",1837,1946,3729,2219,5501,4811,3941,2780
"Prosbeta2R2",1,1,3,2,9,8,12,17
"Prosbeta5R1",0,0,0,0,0,0,0,0
"Prosbeta6",387,288,743,313,658,820,810,906
"Prosbeta7",482,424,891,416,936,1120,1061,1248
"ProtA",0,0,0,0,0,0,0,1
"ProtB",0,0,0,0,0,0,0,0
"Prp18",66,60,121,60,191,213,186,215
"Prp19",414,317,810,360,609,712,717,779
"Prp8",1033,932,1968,966,1523,1618,1895,1857
"Prps",1721,1486,3029,1442,5704,6035,4720,4827
"prt",5,5,8,2,9,4,9,7
"Prx3",135,85,204,102,310,332,315,307
"Prx5",369,281,621,292,817,937,914,943
"Prx6005",43,30,66,32,149,161,169,210
"Psc",2107,2041,3683,2058,6571,6458,6387,6460
"psd",12,12,26,15,9,12,19,11
"Psf2",34,41,62,28,119,112,120,149
"Psf3",64,57,138,60,137,142,124,146
"PsGEF",5,1,3,0,19,18,4,3
"psh",0,0,0,0,3,2,3,4
"Psi",594,529,1174,584,1706,1999,2294,2372
"PSMG1",131,133,283,126,324,386,380,459
"PSR",385,322,709,327,776,883,811,966
"pst",625,661,1313,670,4076,4139,4940,4895
"Pstk",132,112,285,120,176,184,157,186
"Pten",192,171,411,183,547,527,536,605
"Ptip",616,575,1168,600,744,759,871,910
"PTP-ER",524,436,918,441,851,930,986,1106
"Ptp36E",0,0,0,0,0,0,1,0
"Ptp52F",3,8,12,5,54,97,53,47
"Ptp61F",1886,1627,3515,1728,3571,4126,4173,4670
"Ptpmeg2",946,865,1805,900,4244,4163,3332,3608
"Ptr",280,320,568,313,1209,1209,1114,1220
"Ptth",4,1,2,4,9,26,58,57
"puf",619,567,1167,604,983,1092,1077,1128
"pum",3673,3135,7000,3540,13992,14902,11221,11318
"Pus1",178,155,319,174,209,266,244,261
"put",438,421,865,405,1027,1144,1022,1049
"Pvf2",3722,4008,7027,4177,13951,12941,9862,9210
"Pvf3",491,481,1005,483,3055,2799,2693,2549
"Pvr",2521,2202,4702,2342,6413,6769,9344,8407
"px",1804,1470,3349,1537,4585,5168,5400,5443
"Pxn",294,345,660,351,214,235,219,207
"pyd",8953,8855,17172,9131,20121,21943,21113,20588
"pyd3",39,55,62,38,479,556,412,440
"pygo",307,270,573,285,629,731,801,891
"pyx",5,9,17,7,33,36,90,80
"Pzl",3028,2815,5802,3148,8180,8510,8300,8225
"QC",81,80,191,74,1011,1209,1451,1352
"qkr58E-1",462,376,879,421,427,452,513,541
"qkr58E-3",199,181,366,174,830,968,894,992
"qless",94,67,189,85,178,180,228,236
"qsm",26,21,42,19,426,392,282,257
"Qsox1",236,210,437,263,845,982,902,916
"qua",10,12,13,8,47,49,31,24
"r-cup",43,37,94,51,175,165,166,169
"r-l",328,265,637,275,682,755,664,716
"Rab1",698,600,1260,637,2086,2363,2175,2187
"Rab21",88,74,178,88,288,313,271,318
"Rab23",106,101,145,98,595,553,636,567
"Rab27",207,195,416,206,418,454,625,583
"Rab3",8,6,15,11,21,21,35,26
"Rab3-GAP",143,150,313,135,395,487,491,546
"Rab30",422,389,735,456,1052,1327,1014,1015
"Rab32",694,695,1223,595,884,810,1124,1286
"Rab35",304,246,580,293,616,726,655,720
"Rab40",123,86,201,93,405,506,373,441
"Rab5",683,559,1231,614,2438,2728,1873,2142
"Rab6",414,402,798,431,1077,1200,992,1158
"Rab8",400,366,792,387,643,746,733,790
"RabX1",721,617,1334,652,573,766,809,1039
"RabX4",19,15,39,36,101,113,128,126
"RabX5",0,0,0,0,0,0,0,0
"Rac1",270,190,488,240,382,431,464,592
"Rac2",546,469,1097,466,1674,1887,1724,1910
"Rack1",889,816,1594,876,1723,1916,1456,1396
"Rad1",33,33,59,41,47,84,64,51
"Rad17",107,107,192,115,279,301,305,308
"Rad60",80,62,146,71,220,221,203,233
"Rad9",98,80,183,96,228,244,264,257
"Rae1",242,216,483,226,752,822,798,901
"RagA-B",126,111,285,138,464,485,493,498
"RagC-D",119,118,238,132,265,312,327,313
"Rai1",97,67,158,79,151,186,222,191
"Rala",752,638,1376,730,2575,2630,2504,2516
"Ran",1142,1039,2139,1089,1251,1211,1325,1367
"Ran-like",0,0,0,0,1,0,0,0
"Ranbp16",196,180,341,176,447,463,446,441
"Ranbp21",505,468,961,492,1207,1422,1428,1546
"RanBP3",300,264,530,250,466,526,607,658
"ranshi",32,37,62,31,104,89,87,90
"Rap1",707,614,1373,687,1376,1443,1521,1639
"RapGAP1",1391,1324,2575,1354,4042,4012,2836,2790
"raptor",370,319,584,313,529,615,540,583
"Ras85D",508,441,934,456,1489,1572,1404,1663
"RasGAP1",2241,1809,4250,2094,9028,9742,9558,9416
"Rassf",246,182,468,242,512,609,572,643
"rau",922,871,1537,918,2552,2678,2168,2191
"Ravus",89,82,193,101,275,305,257,252
"raw",1661,1350,2808,1561,6223,6572,6445,6243
"rb",222,165,448,227,384,471,445,497
"Rb97D",385,368,684,376,1496,1625,1574,1732
"Rbbp5",93,66,154,58,373,304,325,379
"Rbcn-3A",457,394,891,392,1168,1252,1171,1309
"Rbf",406,368,677,387,404,501,717,670
"Rbp1-like",507,395,920,477,918,1030,991,1050
"Rbp4",13,22,38,22,69,83,121,73
"Rbp6",79,89,169,96,313,364,427,458
"Rbpn-5",477,497,1004,496,578,571,661,760
"Rcc1",431,438,884,398,461,446,546,526
"Rcd-1r",0,0,1,0,5,9,7,5
"Rcd1",489,465,868,509,1099,1340,1303,1552
"Rcd2",722,718,1453,672,2567,2731,2850,3151
"Rcd6",60,38,114,65,139,134,167,157
"Rchy1",494,658,1040,603,1589,1597,1165,1258
"rdgBbeta",112,89,208,86,447,440,444,462
"Rdl",1,1,3,3,3,2,3,4
"rdx",1993,1749,3766,1871,8960,9382,9227,8931
"reb",11,15,21,17,23,29,19,37
"rec",126,100,254,103,290,271,323,275
"Reck",902,826,1576,809,2549,2538,2986,2665
"RecQ4",142,151,307,150,188,165,220,155
"RecQ5",169,131,313,145,326,385,422,470
"Ref1",793,717,1536,819,1351,1392,1463,1565
"Ref2",1,1,1,0,8,6,5,7
"Reg-2",2242,2938,4287,2484,5088,5876,7469,8173
"Reg-5",454,538,990,487,2773,3016,2510,2667
"Regnase-1",214,210,368,214,511,581,493,594
"Rel",2493,2271,4263,2453,5012,5043,4254,4367
"rempA",233,264,519,255,735,930,816,1106
"Reps",451,378,780,441,937,1074,932,1086
"REPTOR",2074,2038,3948,2353,9444,9954,7485,7784
"Ret",44,28,81,37,142,192,333,393
"retm",299,264,554,282,996,1241,725,828
"RfC38",158,151,324,145,389,437,396,451
"RfC4",371,342,697,371,582,635,797,920
"RFeSP",312,291,642,295,871,1052,725,864
"Rfx",74,66,143,75,177,201,164,173
"Rga",335,329,642,313,1017,1073,1219,1404
"Rgk1",488,441,779,370,2199,1989,1202,1358
"Rgl",374,357,704,349,1172,1300,1222,1227
"Rh3",0,0,0,0,0,0,0,1
"Rh4",6,8,15,3,18,35,26,51
"Rh7",1,0,0,0,1,1,3,0
"Rhau",182,184,365,187,556,645,644,621
"rhi",6,4,12,6,64,84,10,9
"rho-5",16,24,25,22,80,65,83,69
"rho-6",1,1,1,1,5,1,2,9
"rho-7",180,157,326,181,526,661,760,897
"RhoGAP18B",2818,2678,5143,2819,9860,11069,8047,8649
"RhoGAP19D",1168,1152,2379,1196,4474,4394,3765,3848
"RhoGAP54D",256,218,463,245,430,354,465,386
"RhoGAP5A",81,60,157,79,236,317,224,279
"RhoGAP93B",678,667,1338,628,2095,2335,2494,2534
"RhoGAPp190",307,255,650,279,1087,1166,1093,1142
"RhoGEF4",115,86,211,135,216,215,296,281
"RhoL",1100,965,1991,1032,5107,5398,4335,4243
"Ric",190,156,330,141,558,654,664,695
"Rich",266,252,496,282,497,561,811,859
"rictor",578,549,1016,528,1497,1628,1478,1551
"Rif1",1043,981,1986,996,1342,1178,1366,1119
"Rift",69,83,150,79,226,258,307,311
"rig",425,331,758,368,738,826,1011,870
"Rim",5,4,10,6,2,3,0,1
"Rim2",498,366,877,436,2327,2389,2189,2120
"ringer",74,125,178,68,460,474,765,900
"RIOK1",236,184,411,195,297,333,363,434
"Rip11",1857,1695,3635,1822,3113,3688,4625,4839
"Ripalpha",123,94,245,111,263,282,244,290
"rk",7,4,16,9,62,49,108,81
"RluA-1",11,27,54,25,275,336,389,414
"Rm62",3354,2943,6324,3241,5397,5871,5738,5941
"Rme-8",631,566,1102,572,1146,1233,1454,1469
"rn",5,2,12,2,10,15,9,18
"RN-tre",410,429,787,409,1363,1384,1438,1496
"RNASEK",331,318,626,340,1070,1162,1081,1126
"RNaseZ",284,225,564,251,1390,1476,1447,1470
"Rnb",145,133,272,129,386,517,649,677
"Rnf146",189,164,353,175,502,542,604,583
"rnh1",263,240,545,248,445,576,723,886
"rno",705,744,1397,762,1249,1217,1402,1449
"Rnp4F",184,181,371,200,260,267,291,264
"RnrL",662,487,1169,578,935,929,1345,1405
"RnrS",719,630,1271,703,964,810,1410,1326
"ro",5,3,3,3,5,7,9,12
"robo1",408,420,838,441,930,973,1034,1176
"robo2",1152,1002,1980,942,6920,7741,7328,7449
"Roc2",641,596,1372,607,2037,1955,2195,2249
"roh",312,234,513,266,450,480,532,571
"Rok",431,364,794,397,965,1034,1024,1017
"rols",323,262,444,233,522,528,473,525
"Rop",536,501,925,586,874,921,884,984
"roq",489,383,901,435,1057,1221,1260,1378
"rost",1150,1303,2153,1280,3014,3020,2920,3166
"row",635,549,1252,669,1414,1385,1515,1425
"Rox8",637,518,1208,578,1284,1393,1369,1513
"RpA-70",433,350,764,346,634,706,927,1035
"RPA2",221,161,397,195,539,490,686,641
"Rpb4",215,209,401,196,373,401,372,369
"Rpb5",262,275,498,290,378,479,507,518
"Rpe",128,95,243,111,347,411,496,530
"Rph",42,35,105,37,223,219,500,585
"RpI1",394,408,810,397,754,788,651,637
"RpII215",939,871,1941,995,2181,2429,2525,2572
"RpIIIC53",342,297,653,325,451,524,462,532
"RpL10",1510,1467,3031,1558,3074,3293,2653,2706
"RpL17",694,589,1218,696,1396,1482,1763,1741
"RpL18",699,598,1396,684,1351,1477,1326,1411
"RpL18A",660,586,1179,653,1413,1576,1413,1441
"RpL19",1264,1080,2333,1225,2295,2486,2285,2343
"RpL22",1433,1358,2767,1513,1968,1944,2074,2016
"RpL22-like",0,0,0,0,1,0,1,0
"RpL23A",1204,1122,2398,1176,1502,1600,1345,1381
"RpL24",557,564,1092,536,1347,1455,1176,1353
"RpL27",754,629,1291,715,1442,1653,1409,1522
"RpL27A",1100,1034,2061,1001,2140,2264,1937,2002
"RpL28",1282,1059,2402,1150,1987,2002,2299,2202
"RpL30",1347,1146,2542,1332,3447,3758,3789,3791
"RpL35A",665,634,1302,658,1310,1405,1259,1309
"RpL36",419,439,792,479,830,936,1029,956
"RpL36A",435,400,824,446,878,966,880,876
"RpL37a",633,559,1199,609,1440,1636,1363,1343
"RpL38",456,491,871,552,1788,1818,1580,1581
"RpL5",3716,3483,7015,3859,7388,7641,5402,5410
"RpL6",722,658,1438,701,1297,1326,1347,1385
"RpL7A",684,549,1249,651,1628,1715,1508,1586
"RpL9",590,573,1128,566,1135,1337,1093,1124
"RpLP0-like",354,404,731,358,544,621,726,820
"Rpn11",460,375,882,483,1151,1386,1191,1387
"Rpn13",603,501,1110,529,872,1107,952,1094
"Rpn6",425,428,865,455,904,937,863,1003
"Rpn7",493,402,848,466,662,760,917,1056
"Rpn9",356,330,605,315,472,610,583,691
"Rpp30",232,188,435,212,468,530,572,572
"RpS11",1424,1066,2571,1231,1849,1902,2005,2092
"RpS13",667,623,1201,635,1165,1204,947,981
"RpS15",556,437,999,533,976,1076,1007,1043
"RpS15Aa",671,533,1138,581,1056,1133,948,936
"RpS17",423,285,753,353,1073,1172,1096,1215
"RpS2",1506,1347,2889,1544,2218,2366,2140,2142
"RpS23",930,869,1863,947,2610,2981,2340,2505
"RpS25",1175,1012,2182,1121,2368,2837,1867,1968
"RpS27",771,557,1417,740,1238,1404,1360,1328
"RpS3A",1375,1111,2456,1335,2263,2277,2412,2419
"RpS5a",1127,983,2098,1144,2147,2394,1945,1874
"RpS5b",0,3,7,2,28,43,46,36
"RpS6",549,487,1103,518,1055,1199,1020,1093
"RpS7",1621,1411,2989,1574,2070,2301,1884,1961
"RpS9",1352,1300,2552,1354,2583,2737,2458,2527
"Rpt1",547,460,991,470,699,745,905,1068
"Rpt2",626,568,1163,580,827,886,945,1127
"Rpt3R",19,7,20,2,51,62,107,97
"Rpt4",272,222,510,231,399,505,519,591
"Rpt6R",269,230,462,230,344,422,509,608
"Rrp1",338,300,705,320,593,600,871,834
"Rrp4",155,125,289,136,138,169,142,149
"Rrp45",151,104,253,111,144,160,146,186
"Rrp6",259,243,523,292,366,380,318,368
"Rsf1",296,242,505,282,827,862,813,849
"RSG7",1,0,1,2,13,6,5,2
"Rsph3",0,0,0,0,0,0,1,0
"rst",109,143,243,138,518,606,680,676
"rt",4,0,3,4,8,13,9,19
"Rtnl1",1453,1339,2615,1467,3767,4128,3490,3836
"Rtnl2",0,0,1,0,0,0,0,0
"rtp",46,36,79,35,162,134,191,211
"rtv",0,1,2,0,15,18,6,13
"rumi",118,100,185,96,254,279,253,271
"rump",697,617,1269,638,1555,1616,1401,1406
"RunxA",1,3,9,4,4,2,5,2
"rut",2851,2661,5295,2836,9991,10414,14402,13520
"rux",71,87,142,77,261,300,273,292
"S",1125,1058,2033,1117,3747,3812,3895,4007
"S-Lap7",0,0,0,0,0,0,0,0
"S1P",67,52,112,61,195,183,256,285
"S2P",160,130,297,155,509,539,707,752
"S6k",1948,1614,3729,1805,5012,5220,5159,5157
"sa",0,0,0,0,1,0,1,1
"SA-2",0,0,0,0,0,3,1,5
"Saf6",139,140,258,139,409,454,465,414
"sage",41,45,55,50,240,269,316,302
"SAK",138,124,272,138,365,381,526,525
"salm",97,105,176,94,220,246,289,277
